"date","year","month","date_label","dummy","recession","cpi","cpi_yoy_percent_change","ngdp","ngdp_monthly","rgdp","rgdp_monthly","real_gdp_now","fci","fci_yoy_arith_change","fci_qoq_arith_change","nf_employees","resi_const_employees_nsa","employee_comp","unemployment_rate","initial_claims_nsa","initial_claims_sa","cont_claims_sa","nonfarm_openings_sa","nonfarm_openings_rate_sa","labor_prod","labor_prod_monthly","ahe","personal_income","real_pi","disp_pi","real_disp_pi","pce","pce_yoy_percent_change","real_pce","pers_int_income","pers_int_payments","hh_pmnts_percent_dpi","mtg_pmnts_percent_dpi","pers_current_taxes","pers_current_transfers","pers_saving","pers_saving_rate","umich_cons_sentiment","corp_profits","fed_profits","bus_sales_nsa","bus_inventories_nsa","bus_applications_nsa","gross_pdi","real_gross_pdi","ind_prod_nsa","ind_prod_sa","priv_nonres_fi","priv_res_fi","real_priv_res_fi","new_sf_sales_nsa","active_home_listings","existing_home_sales","total_housing_permits_nsa","total_housing_permits_sa","sf_unit_permits_nsa","total_housing_starts_nsa","sf_unit_starts_nsa","total_under_construct_nsa","sf_unit_under_const_nsa","total_completed_nsa","sf_unit_completed_nsa","not_started_homes_sold_nsa","under_const_homes_sold_nsa","completed_homes_sold_nsa","auto_sales_nsa","med_sales_price_exist","med_sales_price_new","new_homes_months_on_sales","m1","m2","z1_loans","z1_securities","bank_loans","bank_loans_mom_arith","bank_securities_sa","bank_assets_sa","bank_reserves","bank_credit_sa","deposits_sa","rrp_nsa","fed_assets_nsa","fed_assets_nsa_yoy","fed_remittances","fed_ust_holdings_nsa","fed_ust_holdings_nsa_yoy","fed_bill_holdings_nsa","fed_bill_holdings_nsa_yoy","fed_n_b_holdings_nsa","fed_n_b_holdings_nsa_yoy","fed_funds_rate","fed_funds_rate_yoy_change","three_month_yield","six_month_yield","one_year_yield","three_year_yield","two_year_yield","two_year_yield_1y_lagged","five_year_yield","ten_year_yield","ten_year_yield_yoy_change","thirty_year_yield","sahm_rule_indicator","m2_less_reserves","m2_less_reserves_less_securities","twos_tens_yc","three_month_tens_yc"
1983-08-01,1983,"August","Aug 83",1004,0,100.1,2.45649948822926,NA,3724.35466666667,NA,3724.35466666667,NA,-0.09648,-3.20881,-0.06603,90129,NA,2024.6,9.5,361325,435750,3105750,NA,NA,NA,NA,8.2,2994.7,6369.041,2649.4,5635.9,2320.4,11.5523292149416,NA,527,68.5,NA,NA,345.3,382.9,244.9,9.2,90.9,NA,NA,NA,NA,NA,NA,NA,50.3584,50.3727,NA,NA,NA,50,NA,NA,155.5,1713,85.9,176.8,109.9,1007.2,572.8,155,97.3,12,21,17,993.1,NA,76800,4.6,510.5,2074,NA,NA,1097.0603,11.3100000000002,382.4335,1934.7682,38.7,1478.8981,1441.5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.56,-0.559999999999999,9.74,10.16,10.53,11.3,11.07,-1.25,11.63,11.85,-1.21,11.82,-0.07,2035.3,1652.8665,0.779999999999999,2.11
1983-09-01,1983,"September","Sep 83",1005,0,100.4,2.76356192425793,NA,3759.53033333333,NA,3759.53033333333,NA,-0.10031,-3.5021,0.0713,91247,NA,2044,9.2,317275,408750,3007000,NA,NA,NA,NA,8.27,3025.6,6412.175,2677.7,5676.2,2334.9,10.9426969495391,NA,533.3,69.2,NA,NA,347.9,381.9,258,9.6,89.9,NA,NA,NA,NA,NA,NA,NA,51.6359,51.098,NA,NA,NA,48,NA,NA,149.5,1585,77.8,154.9,97.2,1025,575.3,133.5,90.3,11,22,15,980.4,NA,81000,4.3,512.8,2083.2,NA,NA,1103.8844,6.82409999999982,386.9061,1940.3249,37.9,1490.4885,1448.0341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.45,-0.860000000000001,9.36,9.73,10.16,11.07,10.79,-0.99,11.43,11.65,-0.69,11.63,-0.3,2045.3,1658.3939,0.860000000000001,2.29
1983-10-01,1983,"October","Oct 83",1006,0,100.8,2.75229357798166,3794.706,3794.706,7880.794,3794.706,NA,-0.02307,-2.71993,0.17828,91520,NA,2075.6,8.8,348040,402200,2902800,NA,NA,52.476,52.476,8.31,3059.6,6473.198,2706,5726.4,2357.6,10.9041302098034,NA,539.9,70,10.427236,4.871123,353.6,380.9,262.6,9.7,89.3,210.419,NA,NA,NA,NA,718.496,1053.054,51.9048,51.4993,514.687,179.877,NA,51,NA,NA,142.6,1716,76.5,159.3,91.9,1024.7,564.8,152.9,100.5,12,23,16,1126,NA,75900,4,517.2,2099.2,3480875,3209134,1115.055,11.1706000000001,392.2896,1968.6322,38.1,1505.8203,1462.7122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.48,-0.23,8.99,9.39,9.81,10.87,10.57,0.380000000000001,11.28,11.54,0.629999999999999,11.58,-0.2,2061.1,1668.8104,0.969999999999999,2.55
1983-11-01,1983,"November","Nov 83",1007,0,101.1,3.16326530612245,NA,3832.48866666667,NA,3832.48866666667,NA,0.08423,-1.32073,0.21485,91875,NA,2084.1,8.5,385075,392500,2787750,NA,NA,NA,NA,8.31,3088.1,6524.235,2732.9,5775,2366.3,10.0963104266505,NA,545.6,70.5,NA,NA,355.2,388.8,280.1,10.3,91.1,NA,NA,NA,NA,NA,NA,NA,51.384,51.727,NA,NA,NA,45,NA,NA,124.7,1668,68.3,136,81.9,1035.8,558.8,124.9,86.5,11,19,15,1050.2,NA,75900,3.8,519,2112.3,NA,NA,1127.0755,12.0204999999999,395.5152,1974.8448,38.1,1521.6961,1469.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.34,0.140000000000001,9.11,9.48,9.94,10.96,10.66,0.859999999999999,11.41,11.69,1.14,11.75,-0.33,2074.2,1678.6848,1.03,2.58
1983-12-01,1983,"December","Dec 83",1008,0,101.4,3.7871033776868,NA,3870.27133333333,NA,3870.27133333333,NA,0.09766,-0.63832,0.19414,92230,NA,2100.8,8.3,474320,368800,2712200,NA,NA,NA,NA,8.33,3116.8,6581.287,2758.5,5825.9,2393.6,10.7327905255366,NA,550.9,71,NA,NA,358.2,391.4,277.9,10.1,94.2,NA,NA,NA,NA,NA,NA,NA,51.3318,51.9886,NA,NA,NA,48,NA,NA,108.9,1627,56.5,108.3,61,1002.8,523.9,138.4,95.2,10,18,20,1054,NA,75900,4.1,521.4,2123.5,NA,NA,1135.5382,8.46270000000004,397.8285,1981.8112,38.9,1533.4442,1477.2487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.47,0.520000000000001,9.36,9.76,10.11,11.13,10.84,1.18,11.54,11.83,1.29,11.88,-0.3,2084.6,1686.7715,0.99,2.47
1984-01-01,1984,"January","Jan 84",1009,0,102.1,4.29009193054135,3908.054,3908.054,8034.847,3908.054,NA,-0.04691,-0.39585,0.0534,92673,NA,2129.5,8,545775,351000,2549250,NA,NA,52.73,52.73,8.38,3140.7,6603.03,2782.7,5851.3,2419.4,11.2879484820607,NA,552.3,70.9,10.489086,4.900392,357.9,392.9,276.1,9.9,100.1,219.241,NA,NA,NA,NA,790.872,1154.826,53.0144,53.0175,531.465,186.425,NA,52,NA,NA,114.1,1816,60.2,109.1,67.7,994.5,519.6,112,69.3,13,23,16,1056.9,NA,76200,4.3,525.1,2138.2,3566209,3309355,1141.4751,5.93690000000015,399.008,2008.2144,40.1,1538.2194,1489.2752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.56,0.880000000000001,9.26,9.56,9.9,10.93,10.64,1.31,11.37,11.67,1.21,11.75,-0.27,2098.1,1699.092,1.03,2.41
1984-02-01,1984,"February","Feb 84",1010,0,102.6,4.6938775510204,NA,3941.903,NA,3941.903,NA,-0.17816,-0.2799,-0.15509,93157,NA,2143.6,7.8,367075,339250,2469500,NA,NA,NA,NA,8.38,3179.4,6639.713,2817.5,5884.8,2403.5,10.4042259990813,NA,557.2,71.3,NA,NA,361.8,393.2,326.2,11.6,97.4,NA,NA,NA,NA,NA,NA,NA,53.7529,53.2651,NA,NA,NA,58,NA,NA,130.1,1987,72.6,130,81,1007.5,525.4,109.3,71.3,18,25,15,1158.9,NA,79200,4.4,527.5,2158.2,NA,NA,1160.9228,19.4476999999999,398.7603,2021.0123,36.3,1557.5893,1492.1188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59,1.08,9.46,9.77,10.04,11.05,10.79,1.15,11.54,11.84,1.12,11.95,-0.23,2121.9,1723.1397,1.05,2.38
1984-03-01,1984,"March","Mar 84",1011,0,102.9,4.89296636085628,NA,3975.752,NA,3975.752,NA,-0.12874,-0.15619,-0.21297,93429,NA,2158.4,7.8,325400,345800,2424400,NA,NA,NA,NA,8.41,3208.7,6679.057,2844.9,5922.6,2431.6,10.3867804612311,NA,564.7,71.9,NA,NA,363.7,395.6,324.9,11.4,101,NA,NA,NA,NA,NA,NA,NA,54.1594,53.5145,NA,NA,NA,63,NA,NA,152.3,1725,88.6,137.5,87.8,1021.7,536.3,119.4,74.9,20,26,17,1351.5,NA,78400,4.6,531.4,2175.2,NA,NA,1172.4229,11.5001,402.5468,2034.1624,36.2,1573.8867,1503.7756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.91,1.14,9.89,10.27,10.59,11.59,11.31,1.65,12.02,12.32,1.81,12.38,-0.17,2139,1736.4532,1.01,2.43
1984-04-01,1984,"April","Apr 84",1012,0,103.3,4.55465587044535,4009.601,4009.601,8173.67,4009.601,NA,0.2,0.23045,0.10234,93792,NA,2183.8,7.7,339225,369250,2422250,NA,NA,53.023,53.023,8.45,3241.3,6721.247,2875,5962.5,2457.5,10.3799856270212,NA,572.8,72.8,10.623422,4.941458,366.3,398.1,327.8,11.4,96.1,220.406,NA,NA,NA,NA,818.894,1192.381,53.7532,53.8319,558.274,191.299,NA,61,NA,NA,161,1776,92.3,172.7,106.4,1063.8,564.4,126.8,75.4,16,26,18,1245.8,NA,79600,4.8,535,2191.7,3719501,3427690,1188.9806,16.5577000000001,403.4575,2062.9428,37.1,1590.4927,1517.1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.29,1.49,10.07,10.47,10.9,11.98,11.69,2.12,12.37,12.63,2.23,12.65,-0.1,2154.6,1751.1425,0.940000000000001,2.56
1984-05-01,1984,"May","May 84",1013,0,103.5,4.33467741935483,NA,4034.484,NA,4034.484,NA,0.68676,0.85837,0.73367,94098,NA,2190.1,7.4,304475,360250,2385000,NA,NA,NA,NA,8.45,3252.3,6735.713,2882.7,5971,2474.5,10.1785475755822,NA,581.6,73.6,NA,NA,369.6,397.8,317.6,11,98.1,NA,NA,NA,NA,NA,NA,NA,53.7169,54.1204,NA,NA,NA,59,NA,NA,169.4,1741,98.2,180.7,115.2,1098.6,593.4,142.7,83.5,16,26,17,1451.7,NA,81400,4.8,536.7,2204.1,NA,NA,1206.3005,17.3199,402.4029,2088.4359,36.5,1606.9367,1533.9394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.32,1.69,10.22,11.02,11.66,12.75,12.47,2.98,13.17,13.41,3.03,13.43,-0.13,2167.6,1765.1971,0.94,3.19
1984-06-01,1984,"June","Jun 84",1014,0,103.7,4.32595573440644,NA,4059.367,NA,4059.367,NA,1.12299,1.32434,1.30115,94479,NA,2211.5,7.2,311640,361400,2360400,NA,NA,NA,NA,8.48,3282.4,6785.832,2906.9,6010.3,2495.6,9.64850615114234,NA,589.7,74.6,NA,NA,375.5,398.9,319.6,11,95.5,NA,NA,NA,NA,NA,NA,NA,55.0276,54.3133,NA,NA,NA,58,NA,NA,172.3,1814,90.3,184,111,1117.6,605.9,156.5,94.3,16,26,16,1315.9,NA,80500,4.5,540.2,2215.1,NA,NA,1220.0064,13.7058999999999,401.8492,2105.2198,37.5,1620.9006,1545.6635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.06,2.08,10.26,11.24,12.08,13.18,12.91,2.73,13.48,13.56,2.71,13.44,-0.2,2177.6,1775.7508,0.65,3.3
1984-07-01,1984,"July","Jul 84",1015,0,104.1,4.30861723446894,4084.25,4084.25,8252.465,4084.25,NA,1.1097,1.24032,1.23844,94789,NA,2228.9,7.5,402100,360500,2353000,NA,NA,53.246,53.246,8.51,3301.4,6800.935,2920.9,6017.6,2494.6,8.25377538621765,NA,599.2,75.9,10.736276,4.980292,380.6,399.3,333.4,11.4,96.6,211.838,NA,NA,NA,NA,838.852,1218.184,53.193,54.4644,576.642,190.872,NA,52,NA,NA,141.5,1605,79.1,162.1,97.9,1131.9,610.8,146.1,91.5,11,22,18,1237.2,NA,80700,4.3,540.9,2223.5,3830175,3568783,1233.5993,13.5929000000001,400.9709,2118.5633,37.5,1632.9966,1559.8511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.23,1.86,10.53,11.27,12.03,13.08,12.88,2.19,13.27,13.36,1.98,13.21,-0.07,2186,1785.0291,0.479999999999999,2.83
1984-08-01,1984,"August","Aug 84",1016,0,104.4,4.29570429570432,NA,4105.68366666667,NA,4105.68366666667,NA,0.72622,0.8227,0.52622,95032,NA,2237.7,7.5,325125,389500,2385750,NA,NA,NA,NA,8.51,3333.2,6845.315,2949.8,6058.5,2512.2,8.26581623857954,NA,608.2,76.6,NA,NA,383.4,402.4,343.9,11.7,99.1,NA,NA,NA,NA,NA,NA,NA,54.5076,54.53,NA,NA,NA,48,NA,NA,142.6,1530,80.7,147.4,91.9,1123.6,604.5,150.8,95.5,12,21,15,1129.6,NA,82000,3.9,541,2230.4,NA,NA,1242.7611,9.16179999999986,400.3754,2123.5377,37.3,1642.0332,1562.3016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.64,2.08,10.9,11.37,11.82,12.5,12.43,1.36,12.68,12.72,0.870000000000001,12.54,0.03,2193.1,1792.7246,0.290000000000001,1.82
1984-09-01,1984,"September","Sep 84",1017,0,104.7,4.28286852589641,NA,4127.11733333333,NA,4127.11733333333,NA,0.4377,0.53801,-0.24906,95344,NA,2258.2,7.3,306280,395400,2434800,NA,NA,NA,NA,8.55,3363.3,6897.723,2974.9,6101.7,2533.8,8.51856610561481,NA,617.3,77.1,NA,NA,388.4,401.3,346.8,11.7,100.9,NA,NA,NA,NA,NA,NA,NA,55.0235,54.3775,NA,NA,NA,53,NA,NA,131.9,1523,70.8,148.5,90.5,1123.4,597.1,146.4,95.3,13,23,18,1053.4,NA,81300,4.1,543.1,2244.4,NA,NA,1253.7907,11.0296000000001,401.8432,2139.1485,38,1654.7939,1571.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,1.85,10.8,11.19,11.58,12.34,12.2,1.41,12.53,12.52,0.869999999999999,12.29,0.07,2206.4,1804.5568,0.32,1.72
1984-10-01,1984,"October","Oct 84",1018,0,105.1,4.26587301587302,4148.551,4148.551,8320.199,4148.551,NA,0.22241,0.24548,-0.90058,95629,NA,2263,7.4,371425,419250,2524000,NA,NA,53.306,53.306,8.55,3361.4,6877.638,2970.8,6079.2,2531.3,7.36766202918222,NA,616.1,76.9,10.894821,5.05047,390.5,404.9,344.9,11.6,96.3,213.115,NA,NA,NA,NA,831.741,1202.383,54.6607,54.3528,590.903,192.86,NA,55,NA,NA,137.3,1490,75.8,152.3,91.9,1110.8,594.4,159.1,94.6,12,24,19,1266.5,NA,80100,4.3,543.7,2258.9,3979334,3716181,1266.2695,12.4788000000001,400.7139,2145.3265,38.5,1665.8938,1580.8989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.99,0.51,10.12,10.52,10.9,11.85,11.6,1.03,12.06,12.16,0.620000000000001,11.98,0.03,2220.4,1819.6861,0.56,2.04
1984-11-01,1984,"November","Nov 84",1019,0,105.3,4.15430267062316,NA,4175.75666666667,NA,4175.75666666667,NA,0.00087,-0.08336,-1.10883,95982,NA,2282.5,7.2,392175,407000,2584250,NA,NA,NA,NA,8.57,3383.8,6913.808,2988,6105.7,2571.4,8.66754004141486,NA,615.5,78.2,NA,NA,395.8,406.7,320.6,10.7,95.7,NA,NA,NA,NA,NA,NA,NA,54.1576,54.5344,NA,NA,NA,42,NA,NA,122.9,1643,62.7,126.2,80,1101,586.8,133.5,86,10,17,15,1141.1,NA,82500,4.7,547.5,2281.4,NA,NA,1280.8947,14.6251999999999,400.9406,2166.089,39.2,1681.2573,1591.3846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.43,0.0899999999999999,8.92,9.34,9.82,10.9,10.65,-0.00999999999999979,11.33,11.57,-0.119999999999999,11.56,-0.07,2242.2,1841.2594,0.92,2.65
1984-12-01,1984,"December","Dec 84",1020,0,105.5,4.04339250493095,NA,4202.96233333333,NA,4202.96233333333,NA,-0.18623,-0.28389,-0.91245,96107,NA,2303.2,7.3,485220,385600,2547000,NA,NA,NA,NA,8.61,3416.4,6960.651,3014.9,6143.3,2582.6,7.89605614973261,NA,616.4,80.6,NA,NA,401.5,416.5,333.8,11.1,92.9,NA,NA,NA,NA,NA,NA,NA,53.9158,54.5608,NA,NA,NA,38,NA,NA,106.5,1626,51.2,98.9,62.8,1050.5,556,149.5,93.5,8,15,14,1074.8,NA,78300,4.7,551.6,2306.4,NA,NA,1294.6548,13.7601,401.6115,2179.5745,40.7,1695.3411,1611.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.38,-1.09,8.34,8.76,9.33,10.56,10.18,-0.66,11.07,11.5,-0.33,11.52,0,2265.7,1864.0885,1.32,3.16
1985-01-01,1985,"January","Jan 85",1021,0,105.7,3.52595494613126,4230.168,4230.168,8400.82,4230.168,NA,-0.34245,-0.29554,-0.78015,96372,598.3,2307.5,7.3,588575,370750,2552250,NA,NA,53.475,53.475,8.61,3429.7,6953.088,3029.1,6141.6,2618.8,8.24171282136068,NA,620.4,84.1,11.235038,5.226777,400.6,417.9,308,10.2,96,203.842,NA,NA,NA,NA,809.865,1169.416,54.4739,54.5342,599.417,194.219,NA,48,NA,NA,106.4,1660,55.8,105.4,59.3,1030.8,536.4,119.2,75.7,14,19,16,1196.6,NA,82500,4.8,557,2332.4,4069212,3851525,1302.4687,7.81389999999988,400.6508,2187.9346,41.1,1702.2297,1616.8437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.35,-1.21,8.02,8.45,9.02,10.43,9.93,-0.710000000000001,10.93,11.38,-0.289999999999999,11.45,-0.03,2291.3,1890.6492,1.45,3.36
1985-02-01,1985,"February","Feb 85",1022,0,106.3,3.60623781676415,NA,4251.741,NA,4251.741,NA,-0.36803,-0.18987,-0.59044,96503,578.6,2318.9,7.2,427350,391750,2623500,NA,NA,NA,NA,8.64,3448.3,6958.565,3015.2,6085.2,2640.8,9.87310172664864,NA,624.1,86.5,NA,NA,433.1,420.1,269.6,8.9,93.7,NA,NA,NA,NA,NA,NA,NA,55.2577,54.7019,NA,NA,NA,55,NA,NA,104.4,1662,58.1,95.4,63.4,1001.1,527.3,120.9,72,18,20,18,1210.6,NA,82000,5.2,563.6,2354.1,NA,NA,1314.8563,12.3876,406.3249,2212.9452,40.2,1720.6895,1631.5344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,-1.09,8.56,8.87,9.29,10.55,10.17,-0.619999999999999,11.13,11.51,-0.33,11.47,0,2313.9,1907.5751,1.34,2.95
1985-03-01,1985,"March","Mar 85",1023,0,106.8,3.79008746355685,NA,4273.314,NA,4273.314,NA,-0.28428,-0.15554,-0.28515,96842,601.7,2344.2,7.2,360560,380800,2564400,NA,NA,NA,NA,8.66,3476.5,6988.108,3013.4,6057.8,2648.5,8.92005264023688,NA,628.3,87.9,NA,NA,463.1,422.1,258.6,8.6,93.7,NA,NA,NA,NA,NA,NA,NA,55.3269,54.7739,NA,NA,NA,67,NA,NA,146,1727,85.9,145,92.6,1019.6,544.8,125.2,73.9,20,25,22,1391,NA,84200,5.3,566.6,2366.2,NA,NA,1325.7124,10.8561,409.5634,2223.1786,40.4,1735.4196,1643.0416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.58,-1.33,8.83,9.45,9.86,11.05,10.71,-0.6,11.52,11.86,-0.460000000000001,11.81,-0.03,2325.8,1916.2366,1.15,3.03
1985-04-01,1985,"April","Apr 85",1024,0,107,3.58180058083253,4294.887,4294.887,8474.787,4294.887,NA,-0.2946,-0.4946,-0.10837,97038,632.8,2345.5,7.3,368000,398250,2578750,NA,NA,53.644,53.644,8.69,3475.1,6975.177,3068.4,6159.5,2659.5,8.21973550356052,NA,628,88.9,11.320013,5.285404,406.7,422.3,301.7,9.8,94.6,204.591,NA,NA,NA,NA,827.04,1189.334,54.3466,54.6662,609.088,196.306,NA,60,NA,NA,160.8,1664,93.9,175.8,108.7,1062.6,566.1,127.1,83.3,17,26,18,1380.3,NA,85600,5.1,570.4,2375.4,4196168,4007192,1327.7589,2.04650000000015,409.2243,2222.5048,41.6,1735.4025,1659.7316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27,-2.02,8.22,8.71,9.14,10.49,10.09,-1.6,11.01,11.43,-1.2,11.47,0,2333.8,1924.5757,1.34,3.21
1985-05-01,1985,"May","May 85",1025,0,107.2,3.57487922705315,NA,4325.51566666667,NA,4325.51566666667,NA,-0.4146,-1.10136,-0.07215,97312,663.9,2361.6,7.2,332025,392750,2560750,NA,NA,NA,NA,8.7,3490.9,6990.38,3151.2,6310.8,2696.4,8.96746817538898,NA,628.6,89.4,NA,NA,339.7,422.5,347,11,91.8,NA,NA,NA,NA,NA,NA,NA,54.3112,54.7472,NA,NA,NA,65,NA,NA,168.9,1709,96.8,170.2,107.5,1098.5,591.3,131.7,78.9,16,27,22,1498.9,NA,80100,5.3,575.1,2389.5,NA,NA,1339.5845,11.8255999999999,412.7712,2248.7536,41,1750.8275,1675.6024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.97,-2.35,7.73,8.07,8.46,9.75,9.39,-3.08,10.34,10.85,-2.56,11.05,0,2348.5,1935.7288,1.46,3.12
1985-06-01,1985,"June","Jun 85",1026,0,107.5,3.66441658630665,NA,4356.14433333333,NA,4356.14433333333,NA,-0.45965,-1.58264,-0.09162,97459,688.9,2383.9,7.4,338180,392400,2551800,NA,NA,NA,NA,8.74,3512.8,7015.149,3093.7,6178.9,2689.4,7.76566757493189,NA,628.6,90.3,NA,NA,419.1,423,295.6,9.6,96.5,NA,NA,NA,NA,NA,NA,NA,55.5231,54.7211,NA,NA,NA,65,NA,NA,156.5,1716,89,163.2,101.7,1094.8,594.6,163.4,97.1,18,26,21,1332.9,NA,86300,5,582.3,2412.6,NA,NA,1351.2852,11.7007000000001,419.0093,2273.0043,42.4,1769.0084,1687.7268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.53,-3.53,7.18,7.46,7.8,9.05,8.69,-4.22,9.6,10.16,-3.4,10.45,0.07,2370.2,1951.1907,1.47,2.98
1985-07-01,1985,"July","Jul 85",1027,0,107.7,3.45821325648417,4386.773,4386.773,8604.22,4386.773,NA,-0.38815,-1.49785,-0.10387,97648,702.9,2388,7.4,415850,378250,2542500,NA,NA,54.327,54.327,8.74,3526.6,7025.338,3108.2,6192.8,2715.7,8.86314439188647,NA,627.1,90.8,11.60099,5.41046,418.3,430,282.7,9.1,94,208.314,NA,NA,NA,NA,822.157,1181.226,53.184,54.4381,604.432,201.422,NA,63,NA,NA,158.4,1697,92.1,160.7,105.6,1105.9,605.9,147.1,92.9,16,27,20,1337.6,NA,82100,5.1,589.1,2429.5,4314553,4174057,1363.468,12.1828,419.4707,2280.9998,42.8,1782.2421,1694.1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.88,-3.35,7.32,7.57,7.86,9.18,8.77,-4.11,9.7,10.31,-3.05,10.5,0.1,2386.7,1967.2293,1.54,2.99
1985-08-01,1985,"August","Aug 85",1028,0,107.9,3.35249042145593,NA,4405.88,NA,4405.88,NA,-0.24375,-0.96997,0.05085,97840,715.6,2405.7,7.1,335160,404400,2562600,NA,NA,NA,NA,8.76,3538.1,7025.068,3116.6,6189,2752.1,9.54939893320597,NA,626.9,91.9,NA,NA,421.5,425.7,253.4,8.1,92.4,NA,NA,NA,NA,NA,NA,NA,54.7076,54.619,NA,NA,NA,61,NA,NA,159.5,1808,90,160.7,99.5,1111.5,610.1,154.4,95.9,17,25,19,1345.8,NA,83300,4.8,596.2,2444,NA,NA,1373.0855,9.61749999999984,418.3712,2287.9035,42.9,1790.7248,1705.3826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,-3.74,7.37,7.71,8.05,9.31,8.94,-3.49,9.81,10.33,-2.39,10.56,0.07,2401.1,1982.7288,1.39,2.96
1985-09-01,1985,"September","Sep 85",1029,0,108.1,3.2473734479465,NA,4424.987,NA,4424.987,NA,-0.14742,-0.58512,0.26718,98045,707.4,2425.5,7.1,314200,408500,2580500,NA,NA,NA,NA,8.8,3560.4,7057.327,3135.6,6216.2,2794.7,10.2967874338938,NA,629.4,92.8,NA,NA,424.7,428.1,228.9,7.3,92.1,NA,NA,NA,NA,NA,NA,NA,55.4969,54.82,NA,NA,NA,54,NA,NA,168.8,1916,81.3,147.7,89.9,1100.3,598.1,158.2,101.6,14,22,18,1463.5,NA,84700,4.9,603.3,2456.4,NA,NA,1385.468,12.3825000000002,420.145,2305.2462,44.5,1804.5063,1720.0072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.92,-3.38,7.33,7.64,8.07,9.37,8.98,-3.22,9.81,10.37,-2.15,10.61,-0.03,2411.9,1991.755,1.39,3.04
1985-10-01,1985,"October","Oct 85",1030,0,108.5,3.23501427212178,4444.094,4444.094,8668.188,4444.094,NA,-0.22685,-0.44926,0.2328,98233,710.6,2439.9,7.1,355075,405750,2631750,NA,NA,54.545,54.545,8.79,3583.4,7091.229,3156.8,6247.8,2755.8,8.8689606131237,NA,634.1,94,11.72598,5.48269,426.6,429.4,288,9.1,88.4,209.769,NA,NA,NA,NA,859.545,1224.763,54.9563,54.6304,618.067,208.359,NA,52,NA,NA,157.5,1743,89.7,173,104.7,1120.8,599.8,150.6,101.7,11,23,18,1243.2,NA,85400,4.9,607.8,2468,4480089,4486384,1389.922,4.45399999999995,422.1035,2311.4377,45.5,1811.5467,1732.0772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.99,-2,7.4,7.71,8.01,9.25,8.86,-2.74,9.69,10.24,-1.92,10.5,-0.1,2422.5,2000.3965,1.38,2.84
1985-11-01,1985,"November","Nov 85",1031,0,109,3.51377018043686,NA,4465.36066666667,NA,4465.36066666667,NA,-0.33444,-0.33531,0.05371,98443,703.8,2449.8,7,393500,393400,2625200,NA,NA,NA,NA,8.81,3599.4,7102.139,3171.3,6258.1,2771.1,7.76619740219335,NA,640.3,94.7,NA,NA,428.1,430.9,286.2,9,90.9,NA,NA,NA,NA,NA,NA,NA,54.4207,54.8176,NA,NA,NA,51,NA,NA,118.6,1692,64.9,124.1,73.4,1105,578.5,143.2,94.3,14,19,18,1120.9,NA,87200,5.1,612.2,2477.8,NA,NA,1405.9108,15.9888000000001,427.653,2343.485,46.4,1832.69,1742.4301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05,-1.38,7.48,7.68,7.88,8.88,8.58,-2.07,9.28,9.78,-1.79,10.06,-0.03,2431.4,2003.747,1.2,2.3
